website,agency,bureau,office,website_in_registry,website_agency_in_registry,website_bureau_in_registry,agency_matches,bureaus_match,agency_name_in_registry,bureau_name_in_registry
apod.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
appeears.earthdatacloud.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
appel.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Engineer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
appliedsciences.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
apps.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
aqua.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ares.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
aria.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
aria-share.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
artcontest.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
arthurhou.pps.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
artifacts.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
asapdata.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
asd.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
asdc.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
asp-archive.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
asrs.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
asterweb.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
astrobiology.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
astrobiology.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
astronautappearances.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
atcsim.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
atmos.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
atmosphere-imager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
atrain.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
aura.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ava.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
avdc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
aviationsystems.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
aviris.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
avirisng.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
blackmarble.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
bocachica.arc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
c3.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
c3rs.arc.nasa.gov,National Aeronautics and Space Administration,NASA Aeronautics Research Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
calval.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
camp2ex.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
caps.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
carbon.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cats.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cce.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cce-datasharing.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cce-signin.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ccmc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ccmpp.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cdaw.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cdaweb.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cddis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cdf.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cdscc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cearun.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ceres.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
chapea.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ciencia.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cilab.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cl.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
clarreo-pathfinder.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
climate.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
climatekids.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cloud-object.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cloudsgate2.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cmr.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cmsflux.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cneos.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
code.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
coldatomlab.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
colloqsigma.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
commonresearchmodel.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
constructionsafety.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cor.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cor1.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
core2.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cosmicopia.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
costar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cpex.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
cpex-aw.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
